* Measurement data measured by REW V5.40 beta 55
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of Left 16, Left 17, Left 18, Left 19, Left 20, Left 21, Left 22, Left 23, Left 24, Left 25, Left 26, Left 27, Left 28, Left 29, Left 30
* Dated: Jan 12, 2025 11:02:31 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Averaged data produced from the rms magnitudes of Left 16, Left 17, Left 18, Left 19, Left 20, Left 21, Left 22, Left 23, Left 24, Left 25, Left 26, Left 27, Left 28, Left 29, Left 30
* Measurement: Left Ear AVG
* Smoothing: 1/12 octave
* Frequency Step: 0.33645633 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz), SPL(dB)
377.167545, 86.950
377.504001, 86.947
377.840457, 86.944
378.176914, 86.940
378.513370, 86.937
378.849826, 86.934
379.186283, 86.931
379.522739, 86.928
379.859195, 86.924
380.195652, 86.921
380.532108, 86.918
380.868564, 86.915
381.205020, 86.911
381.541477, 86.908
381.877933, 86.905
382.214389, 86.902
382.550846, 86.898
382.887302, 86.895
383.223758, 86.892
383.560215, 86.889
383.896671, 86.885
384.233127, 86.882
384.569584, 86.879
384.906040, 86.876
385.242496, 86.872
385.578953, 86.869
385.915409, 86.866
386.251865, 86.862
386.588322, 86.859
386.924778, 86.856
387.261234, 86.852
387.597691, 86.849
387.934147, 86.846
388.270603, 86.842
388.607060, 86.839
388.943516, 86.836
389.279972, 86.832
389.616429, 86.829
389.952885, 86.826
390.289341, 86.822
390.625798, 86.819
390.962254, 86.815
391.298710, 86.812
391.635167, 86.808
391.971623, 86.805
392.308079, 86.802
392.644536, 86.798
392.980992, 86.795
393.317448, 86.791
393.653905, 86.788
393.990361, 86.784
394.326817, 86.781
394.663274, 86.777
394.999730, 86.774
395.336186, 86.770
395.672643, 86.767
396.009099, 86.763
396.345555, 86.760
396.682012, 86.756
397.018468, 86.753
397.354924, 86.749
397.691381, 86.745
398.027837, 86.742
398.364293, 86.738
398.700750, 86.735
399.037206, 86.731
399.373662, 86.728
399.710119, 86.724
400.046575, 86.720
400.383031, 86.717
400.719488, 86.713
401.055944, 86.709
401.392400, 86.706
401.728857, 86.702
402.065313, 86.698
402.401769, 86.695
402.738226, 86.691
